id,name,role,basePrice,dynamicRating,dynamicBattingRating,dynamicBowlingRating,age,impact_total,base_price,overall_rating,scarcity,form,target_value
IPL26-025,Aman Khan,BOWLER,0.25,,55,64,26.0,0.0,25.0,64,55.666666666666664,-4.016048151042422,346.01181273683295
IPL26-026,KL Rahul,WICKET_KEEPER,2.0,,87,50,34.0,1380.75,200.0,87,88.66666666666667,10.0,2500.0
IPL26-027,Axar Patel,ALL_ROUNDER,2.0,,71,86,32.0,0.0,200.0,86,85.0,-0.6246074026705828,2281.654146203906
IPL26-028,Kuldeep Yadav,BOWLER,2.0,,52,77,26.0,718.52,200.0,77,55.666666666666664,10.0,1579.9789203164012
IPL26-029,T. Natarajan,BOWLER,2.0,,50,75,26.0,0.0,200.0,75,55.666666666666664,2.931297537843108,1163.586475296554
IPL26-030,Mitchell Starc,BOWLER,1.5,,50,80,36.0,0.0,150.0,80,55.666666666666664,0.5484473990269287,1194.9286144308824
IPL26-031,Tristan Stubbs,WICKET_KEEPER,1.5,,77,50,25.0,0.0,150.0,77,88.66666666666667,0.5350564093758476,1185.4616976708708
IPL26-032,Mukesh Kumar,BOWLER,1.5,,51,67,26.0,521.18,150.0,67,55.666666666666664,10.0,838.802798883612
IPL26-033,Nitish Rana,BATSMAN,2.0,,76,50,32.0,0.0,200.0,76,70.66666666666667,-2.6494963724269134,1218.8170952650146
IPL26-034,Abishek Porel,WICKET_KEEPER,1.0,,69,50,23.0,743.92,100.0,69,88.66666666666667,10.0,1213.926525499208
IPL26-035,Ashutosh Sharma,BATSMAN,0.5,,72,50,26.0,869.41,50.0,72,70.66666666666667,10.0,1182.0075048493923
IPL26-036,Sameer Rizvi,BATSMAN,0.5,,71,50,22.0,503.63,50.0,71,70.66666666666667,10.0,988.4220230471175
IPL26-037,Karun Nair,BATSMAN,1.5,,70,50,34.0,0.0,150.0,70,70.66666666666667,-2.0887654490503653,995.7195705968767
IPL26-038,Dushmantha Chameera,BOWLER,1.0,,50,61,34.0,0.0,100.0,61,55.666666666666664,-2.578154820580268,455.264120075341
IPL26-039,Vipraj Nigam,ALL_ROUNDER,0.5,,68,66,21.0,0.0,50.0,68,85.0,-3.7019871548446055,773.9648713996847
IPL26-040,Ajay Mandal,ALL_ROUNDER,0.25,,60,69,26.0,0.0,25.0,69,85.0,-0.44860396330865604,843.575743470974
IPL26-041,Madhav Tiwari,BOWLER,0.25,,50,70,22.0,0.0,25.0,70,55.666666666666664,-2.20127737983761,680.0920031664253
IPL26-042,Tripurana Vijay,BOWLER,0.25,,50,50,24.0,0.0,25.0,50,55.666666666666664,-5.583387499586554,147.30033016931495
IPL26-043,Auqib Nabi Dar,ALL_ROUNDER,0.25,,60,76,26.0,0.0,25.0,76,85.0,-1.0034132244587939,1076.870701550631
IPL26-044,Pathum Nissanka,BATSMAN,1.0,,69,50,28.0,0.0,100.0,69,70.66666666666667,2.504556369017876,961.9958287299166
IPL26-045,David Miller,BATSMAN,2.0,,80,50,26.0,0.0,200.0,80,70.66666666666667,0.9730055505241322,1245.3385735526358
IPL26-046,Ben Duckett,BATSMAN,1.0,,84,50,31.0,0.0,100.0,84,70.66666666666667,-0.31542185791180066,1434.2825241454957
IPL26-047,Lungi Ngidi,BOWLER,1.5,,50,77,30.0,0.0,150.0,77,55.666666666666664,2.045089824206378,1015.6600982381498
IPL26-048,Kyle Jamieson,ALL_ROUNDER,1.5,,62,68,26.0,0.0,150.0,68,85.0,-3.8416872999420444,673.1969922319341
IPL26-049,Prithvi Shaw,BATSMAN,2.0,,72,50,26.0,0.0,200.0,72,70.66666666666667,-0.18227280999048917,1207.495958600438
IPL26-050,Sahil Parakh,BATSMAN,0.25,,61,50,26.0,0.0,25.0,61,70.66666666666667,-6.7193402477595505,389.7402150626141
IPL26-051,Shubman Gill,BATSMAN,2.0,,84,50,26.0,1502.36,200.0,84,70.66666666666667,10.0,1999.9424644226651
IPL26-052,Rashid Khan,ALL_ROUNDER,2.0,,63,83,26.0,1036.91,200.0,83,85.0,10.0,1684.6692964813312
IPL26-053,Jos Buttler,WICKET_KEEPER,2.0,,86,50,35.0,0.0,200.0,86,88.66666666666667,-0.45637209779686083,2009.4483713464167
IPL26-054,Kagiso Rabada,BOWLER,2.0,,50,89,31.0,0.0,200.0,89,55.666666666666664,3.193722471738247,2203.01525373887
IPL26-055,Mohammed Siraj,BOWLER,2.0,,52,79,32.0,835.35,200.0,79,55.666666666666664,10.0,1361.7401251562292
IPL26-056,Sai Sudharsan,BATSMAN,1.5,,83,50,24.0,1572.25,150.0,83,70.66666666666667,10.0,1843.0383075794189
IPL26-057,Prasidh Krishna,BOWLER,2.0,,51,77,30.0,571.61,200.0,77,55.666666666666664,10.0,1391.2555508751805
IPL26-058,Washington Sundar,ALL_ROUNDER,2.0,,69,64,26.0,670.48,200.0,69,85.0,10.0,1246.674868685378
IPL26-059,Rahul Tewatia,ALL_ROUNDER,2.0,,70,71,33.0,0.0,200.0,71,85.0,0.6769331599908208,1119.2467147778407
IPL26-060,Shahrukh Khan,BATSMAN,1.5,,66,51,26.0,378.48,150.0,66,70.66666666666667,10.0,788.6936275564916
IPL26-061,R. Sai Kishore,BOWLER,1.5,,50,75,26.0,0.0,150.0,75,55.666666666666664,0.342736562379941,1050.332320623958
IPL26-062,Glenn Phillips,BATSMAN,1.5,,61,50,26.0,0.0,150.0,61,70.66666666666667,-3.031296564776481,587.2926975456714
IPL26-063,Jayant Yadav,BOWLER,2.0,,63,61,36.0,0.0,200.0,63,55.666666666666664,-3.0022073911785774,549.255053515199
IPL26-064,Anuj Rawat,WICKET_KEEPER,0.5,,66,50,26.0,109.12,50.0,66,88.66666666666667,10.0,1079.7872391660765
IPL26-065,Kumar Kushagra,WICKET_KEEPER,0.5,,56,50,21.0,18.97,50.0,56,88.66666666666667,10.0,783.5674609571321
IPL26-066,Gurnoor Singh Brar,BOWLER,0.5,,56,65,26.0,0.0,50.0,65,55.666666666666664,-4.957043980734855,401.64926274326547
IPL26-067,Nishant Sindhu,BATSMAN,0.5,,61,50,22.0,0.0,50.0,61,70.66666666666667,-4.239688416789417,376.8231157337075
IPL26-068,Manav Suthar,BOWLER,0.25,,50,58,23.0,0.0,25.0,58,55.666666666666664,-4.321277541919575,305.2893449793315
IPL26-069,Ishant Sharma,BOWLER,1.5,,50,78,37.0,0.0,150.0,78,55.666666666666664,2.7142444524378315,1038.6429573747312
IPL26-070,Arshad Khan,BOWLER,0.5,,52,64,26.0,357.1,50.0,64,55.666666666666664,10.0,757.5516350352785
IPL26-071,Jason Holder,ALL_ROUNDER,1.5,,61,79,41.0,0.0,150.0,79,85.0,1.4872365791369229,1685.6438113415124
IPL26-072,Tom Banton,WICKET_KEEPER,1.0,,58,50,27.0,0.0,100.0,58,88.66666666666667,-6.926080310725467,463.83158446445196
IPL26-073,Ashok Sharma,BOWLER,0.25,,50,64,26.0,94.13,25.0,64,55.666666666666664,10.0,675.7776390973916
IPL26-074,Luke Wood,BOWLER,1.0,,50,50,26.0,0.0,100.0,50,55.666666666666664,-4.35183206121041,278.5638368973205
IPL26-075,Prithvi Raj,BOWLER,0.25,,55,73,26.0,0.0,25.0,73,55.666666666666664,-1.170164560832633,830.2404819174006
IPL26-076,Sunil Narine,ALL_ROUNDER,2.0,,70,98,37.0,0.0,200.0,98,85.0,3.2461559993880824,2500.0
IPL26-077,Varun Chakravarthy,BOWLER,2.0,,50,85,34.0,0.0,200.0,85,55.666666666666664,3.2233525776817356,2192.193043381914
IPL26-078,Rinku Singh,BATSMAN,1.5,,74,50,37.0,0.0,150.0,74,70.66666666666667,1.861999044991902,1049.2597706020888
IPL26-079,Harshit Rana,BOWLER,1.0,,51,73,24.0,541.9,100.0,73,55.666666666666664,10.0,1353.5522406878958
IPL26-080,Angkrish Raghuvanshi,BATSMAN,0.5,,73,50,22.0,0.0,50.0,73,70.66666666666667,1.4625602382323972,1173.174173508903
IPL26-081,Ramandeep Singh,ALL_ROUNDER,1.5,,63,65,26.0,355.97,150.0,65,85.0,10.0,874.2604109103765
IPL26-082,Ajinkya Rahane,BATSMAN,2.0,,84,50,38.0,0.0,200.0,84,70.66666666666667,0.12156495355472297,1463.6590533612004
IPL26-083,Rovman Powell,BATSMAN,1.5,,67,50,32.0,0.0,150.0,67,70.66666666666667,-2.2184247517024294,613.4557566835766
IPL26-084,Vaibhav Arora,BOWLER,1.5,,50,73,28.0,0.0,150.0,73,55.666666666666664,0.2625268628071279,801.6327135575277
IPL26-085,Manish Pandey,BATSMAN,2.0,,79,50,26.0,0.0,200.0,79,70.66666666666667,2.751090254244718,1268.424329450765
IPL26-086,Anukul Roy,BOWLER,0.5,,60,69,27.0,0.0,50.0,69,55.666666666666664,-2.15834847569058,715.0701169705392
IPL26-087,Umran Malik,BOWLER,1.5,,50,65,26.0,0.0,150.0,65,55.666666666666664,-2.371317953327634,510.30415369149
IPL26-088,Cameron Green,ALL_ROUNDER,1.0,,75,66,26.0,0.0,100.0,75,85.0,-2.2126699480120564,1054.3781153394486
IPL26-089,Matheesha Pathirana,BOWLER,1.5,,50,77,24.0,0.0,150.0,77,55.666666666666664,-1.9924132481613417,1337.4097224337
IPL26-090,Mustafizur Rahman,BOWLER,1.5,,50,77,30.0,258.07,150.0,77,55.666666666666664,10.0,1133.1358767855768
IPL26-091,Tejasvi Singh,BATSMAN,0.25,,78,50,26.0,0.0,25.0,78,70.66666666666667,2.225051644788396,1423.034800145419
IPL26-092,Finn Allen,BATSMAN,1.0,,74,50,27.0,0.0,100.0,74,70.66666666666667,2.5124800571416457,1015.2924595363202
IPL26-093,Rachin Ravindra,BATSMAN,1.0,,67,50,26.0,0.0,100.0,67,70.66666666666667,-1.7440202431606677,605.3902337642637
IPL26-094,Tim Seifert,WICKET_KEEPER,1.0,,58,50,24.0,0.0,100.0,58,88.66666666666667,-1.3929342042159516,605.0420417343146
IPL26-095,Akash Deep,BOWLER,1.0,,50,58,26.0,74.49,100.0,58,55.666666666666664,10.0,673.283433783751
IPL26-096,Rahul Tripathi,BATSMAN,2.0,,73,50,26.0,0.0,200.0,73,70.66666666666667,0.32327205009526827,1285.319230601739
IPL26-097,Prashant Solanki,BOWLER,0.25,,50,75,26.0,0.0,25.0,75,55.666666666666664,-1.2902395092102485,1037.2853352415912
IPL26-098,Kartik Tyagi,BOWLER,1.0,,51,71,25.0,267.17,100.0,71,55.666666666666664,10.0,1173.3436782220203
IPL26-099,Sarthak Ranjan,BATSMAN,0.25,,59,50,29.0,0.0,25.0,59,70.66666666666667,-2.477208788983172,357.7798520303078
IPL26-100,Daksh Kamra,BATSMAN,0.25,,50,50,26.0,0.0,25.0,50,70.66666666666667,-1.9239268670680616,265.2308298890241
IPL26-101,Rishabh Pant,WICKET_KEEPER,2.0,,82,50,28.0,0.0,200.0,82,88.66666666666667,1.3283479217800969,1948.197479863291
IPL26-102,Nicholas Pooran,WICKET_KEEPER,2.0,,77,50,30.0,0.0,200.0,77,88.66666666666667,3.5292873116280123,1649.5360746684744
IPL26-103,Mayank Yadav,BOWLER,1.0,,50,63,26.0,0.0,100.0,63,55.666666666666664,-7.639490208179488,479.46316555834665
IPL26-104,Mohammed Shami,BOWLER,2.0,,51,77,36.0,366.12,200.0,77,55.666666666666664,10.0,1370.4903680017728
IPL26-105,Mohsin Khan,BOWLER,1.5,,51,75,38.0,341.0,150.0,75,55.666666666666664,10.0,1180.2579459266085
IPL26-106,Ayush Badoni,BATSMAN,0.5,,70,50,26.0,0.0,50.0,70,70.66666666666667,0.6438050087504477,924.092583325804
IPL26-107,Avesh Khan,BOWLER,1.5,,51,73,29.0,614.92,150.0,73,55.666666666666664,10.0,1107.4278577895805
IPL26-108,Abdul Samad,BATSMAN,1.5,,66,55,26.0,652.13,150.0,66,70.66666666666667,10.0,1130.1349899938139
IPL26-109,Mitchell Marsh,ALL_ROUNDER,1.5,,75,76,34.0,0.0,150.0,76,85.0,0.3740941364763425,1440.9293239753847
IPL26-110,Aiden Markram,ALL_ROUNDER,1.5,,73,56,31.0,0.0,150.0,73,85.0,-0.9980147009317349,1053.9725523652153
IPL26-111,Shahbaz Ahmed,ALL_ROUNDER,1.5,,64,63,26.0,458.64,150.0,64,85.0,10.0,1061.2003009057842
IPL26-112,Matthew Breetzke,BATSMAN,1.0,,61,50,27.0,0.0,100.0,61,70.66666666666667,-2.616478446928995,570.1237953856598
IPL26-113,Digvesh Rathi,BOWLER,0.5,,50,65,26.0,0.0,50.0,65,55.666666666666664,-5.975137829201786,373.4132341179836
IPL26-114,Himmat Singh,BATSMAN,0.5,,66,50,29.0,101.92,50.0,66,70.66666666666667,10.0,991.5467016715313
IPL26-115,Arshin Kulkarni,BATSMAN,0.25,,56,50,26.0,0.0,25.0,56,70.66666666666667,-4.239343775675024,316.6744831187603
IPL26-116,Manimaran Siddharth,BOWLER,0.5,,50,68,27.0,0.0,50.0,68,55.666666666666664,-0.6857748569765071,741.4588586599205
IPL26-117,Akash Singh,BOWLER,0.25,,50,67,39.0,96.39,25.0,67,55.666666666666664,10.0,693.1403449580627
IPL26-118,Arjun Tendulkar,BOWLER,0.5,,59,64,26.0,32.51,50.0,64,55.666666666666664,10.0,848.2980394414773
IPL26-119,Prince Yadav,BATSMAN,0.25,,52,55,24.0,347.54,25.0,55,70.66666666666667,10.0,561.4015147174475
IPL26-120,Josh Inglis,WICKET_KEEPER,1.0,,74,50,31.0,0.0,100.0,74,88.66666666666667,2.755788089483032,947.6840884002696
IPL26-121,Akshat Raghuwanshi,BATSMAN,0.25,,59,50,22.0,22.82,25.0,59,70.66666666666667,10.0,780.3819771418242
IPL26-122,Mukul Choudhary,BATSMAN,0.25,,71,50,21.0,0.0,25.0,71,70.66666666666667,-1.8365404365472948,696.0610904060329
IPL26-123,Wanindu Hasaranga,BOWLER,1.5,,57,76,28.0,0.0,150.0,76,55.666666666666664,-1.4169872057863753,1041.3081772403557
IPL26-124,Anrich Nortje,BOWLER,1.5,,50,76,32.0,0.0,150.0,76,55.666666666666664,-0.8035140871690731,1315.374642310561
IPL26-125,Naman Tiwari,BOWLER,0.25,,50,76,26.0,0.0,25.0,76,55.666666666666664,2.0308042354041485,1264.4971206223104
IPL26-126,Rohit Sharma,BATSMAN,2.0,,54,50,39.0,0.0,200.0,54,70.66666666666667,-3.5424977806806313,432.2021944397649
IPL26-127,Jasprit Bumrah,BOWLER,2.0,,50,95,32.0,0.0,200.0,95,55.666666666666664,2.9404795924659224,2500.0
IPL26-128,Suryakumar Yadav,BATSMAN,2.0,,84,50,35.0,0.0,200.0,84,70.66666666666667,2.8265348662267122,1799.459732161819
IPL26-129,Hardik Pandya,ALL_ROUNDER,2.0,,76,76,32.0,0.0,200.0,76,85.0,0.3941550986960808,1211.415413102926
IPL26-130,Tilak Varma,BATSMAN,1.5,,76,50,23.0,1185.21,150.0,76,70.66666666666667,10.0,1335.0430747936873
IPL26-131,Trent Boult,BOWLER,2.0,,50,87,36.0,0.0,200.0,87,55.666666666666664,4.337289981065778,2185.536000561603
IPL26-132,Deepak Chahar,BOWLER,2.0,,50,80,26.0,0.0,200.0,80,55.666666666666664,-0.40410618775470475,1596.9365667572097
IPL26-133,Naman Dhir,BATSMAN,0.5,,71,55,26.0,863.67,50.0,71,70.66666666666667,10.0,1187.9034229988026
IPL26-134,Will Jacks,ALL_ROUNDER,1.5,,70,67,27.0,0.0,150.0,70,85.0,-1.6553242931955365,1060.7350859993385
IPL26-135,Robin Minz,WICKET_KEEPER,0.5,,55,50,23.0,0.0,50.0,55,88.66666666666667,-4.784216306264315,341.0773639574605
IPL26-136,Ryan Rickelton,WICKET_KEEPER,1.0,,73,50,29.0,0.0,100.0,73,88.66666666666667,-3.327029896264237,1012.4379840074122
IPL26-137,Shardul Thakur,ALL_ROUNDER,2.0,,62,82,34.0,0.0,200.0,82,85.0,1.9922405541291521,1429.979173685234
IPL26-138,Sherfane Rutherford,BATSMAN,1.0,,67,50,27.0,0.0,100.0,67,70.66666666666667,-1.0778894556402214,742.2644516097557
IPL26-139,Mayank Markande,BOWLER,1.5,,50,72,28.0,0.0,150.0,72,55.666666666666664,-0.5897730867150782,904.8618909270695
IPL26-140,Allah Ghazanfar,BOWLER,1.0,,50,70,26.0,0.0,100.0,70,55.666666666666664,-1.4691742667502938,892.1072026497341
IPL26-141,Corbin Bosch,ALL_ROUNDER,1.0,,69,73,31.0,0.0,100.0,73,85.0,-3.2307414841008284,931.0831302370799
IPL26-142,Mitchell Santner,ALL_ROUNDER,1.5,,62,73,34.0,0.0,150.0,73,85.0,-1.241290645530718,901.8006533730404
IPL26-143,Ashwani Kumar,BOWLER,0.25,,50,73,26.0,180.0,25.0,73,55.666666666666664,10.0,915.2659824434942
IPL26-144,Raj Angad Bawa,BATSMAN,0.5,,62,71,23.0,0.0,50.0,71,70.66666666666667,-1.485429033053539,932.4173490082668
IPL26-145,Raghu Sharma,BOWLER,0.25,,50,59,26.0,37.39,25.0,59,55.666666666666664,10.0,611.6124758324894
IPL26-146,Quinton de Kock,WICKET_KEEPER,2.0,,79,50,33.0,0.0,200.0,79,88.66666666666667,-0.8045545384432378,1255.565795085547
IPL26-147,Atharva Ankolekar,ALL_ROUNDER,1.0,,63,68,25.0,0.0,100.0,68,85.0,-1.7225714233320182,681.1561317985279
IPL26-148,Mohammad Izhar,BOWLER,0.25,,56,76,26.0,0.0,25.0,76,55.666666666666664,1.0081017136290769,1135.415224879701
IPL26-149,Danish Malewar,BATSMAN,0.25,,52,50,26.0,0.0,25.0,52,70.66666666666667,-0.8276281975789392,282.11764046837607
IPL26-150,Mayank Rawat,BATSMAN,0.25,,56,50,26.0,0.0,25.0,56,70.66666666666667,-3.450844374336322,374.4953119591878
IPL26-151,Shreyas Iyer,BATSMAN,2.0,,83,50,31.0,0.0,200.0,83,70.66666666666667,2.1151007814455287,1911.0738656887345
IPL26-152,Arshdeep Singh,BOWLER,2.0,,52,78,21.0,828.89,200.0,78,55.666666666666664,10.0,1296.2923977404741
IPL26-153,Yuzvendra Chahal,BOWLER,2.0,,50,100,35.0,0.0,200.0,100,55.666666666666664,4.851108168467666,2500.0
IPL26-154,Marco Jansen,ALL_ROUNDER,1.0,,61,70,26.0,0.0,100.0,70,85.0,-4.8375424305980825,999.8853705814339
IPL26-155,Prabhsimran Singh,WICKET_KEEPER,1.5,,74,50,25.0,0.0,150.0,74,88.66666666666667,-0.25302775089843377,1128.2954800590223
IPL26-156,Harpreet Brar,ALL_ROUNDER,1.5,,62,72,30.0,492.23,150.0,72,85.0,10.0,1195.113611874057
IPL26-157,Shashank Singh,BATSMAN,1.5,,73,52,26.0,1092.28,150.0,73,70.66666666666667,10.0,1417.9246950119907
IPL26-158,Azmatullah Omarzai,ALL_ROUNDER,1.0,,64,67,26.0,458.76,100.0,67,85.0,10.0,1195.2890880472282
IPL26-159,Nehal Wadhera,BATSMAN,0.5,,68,50,25.0,0.0,50.0,68,70.66666666666667,-1.279539580117947,849.749779262637
IPL26-160,Xavier Bartlett,BOWLER,1.0,,50,55,27.0,0.0,100.0,55,55.666666666666664,0.9264842249705723,455.3712854545646
IPL26-161,Lockie Ferguson,BOWLER,1.5,,50,74,35.0,0.0,150.0,74,55.666666666666664,-0.584721929562245,943.7650836180895
IPL26-162,Marcus Stoinis,ALL_ROUNDER,1.5,,74,71,36.0,0.0,150.0,74,85.0,0.4030946846672249,949.7985300147802
IPL26-163,Mitch Owen,ALL_ROUNDER,1.0,,50,50,22.0,0.0,100.0,50,85.0,-5.0694235394104865,445.5782585173845
IPL26-164,Musheer Khan,BOWLER,0.5,,50,61,26.0,9.79,50.0,61,55.666666666666664,10.0,667.5072578411095
IPL26-165,Priyansh Arya,BATSMAN,0.5,,74,50,25.0,912.18,50.0,74,70.66666666666667,10.0,1175.364431096806
IPL26-166,Vyshak Vijaykumar,BOWLER,1.5,,50,62,26.0,0.0,150.0,62,55.666666666666664,-4.937356075239064,555.8818287751727
IPL26-167,Yash Thakur,BOWLER,0.5,,50,67,26.0,223.54,50.0,67,55.666666666666664,10.0,702.5241909646978
IPL26-168,Pyla Avinash,BATSMAN,0.25,,63,50,25.0,0.0,25.0,63,70.66666666666667,-0.11435437096995882,542.2196769710379
IPL26-169,Harnoor Pannu,BATSMAN,0.25,,64,50,26.0,0.0,25.0,64,70.66666666666667,-0.6961339346264519,451.3472631258359
IPL26-170,Vishnu Vinod,WICKET_KEEPER,1.0,,62,50,32.0,15.19,100.0,62,88.66666666666667,10.0,839.7473698096596
IPL26-171,Suryansh Shedge,BATSMAN,0.25,,67,50,23.0,226.14,25.0,67,70.66666666666667,10.0,727.4399085190645
IPL26-172,Cooper Connolly,BATSMAN,1.0,,75,50,22.0,0.0,100.0,75,70.66666666666667,1.5820638940860938,989.9794320138968
IPL26-173,Ben Dwarshuis,BOWLER,1.0,,50,56,31.0,0.0,100.0,56,55.666666666666664,-5.618774909589478,233.70877862812554
IPL26-174,Praveen Dubey,BOWLER,0.25,,50,59,32.0,0.0,25.0,59,55.666666666666664,-0.3944113781278018,372.06426750241997
IPL26-175,Vishal Nishad,BOWLER,0.25,,50,51,26.0,0.0,25.0,51,55.666666666666664,-7.603702125584562,142.5811939435662
IPL26-176,Yashasvi Jaiswal,BATSMAN,1.5,,78,50,24.0,0.0,150.0,78,70.66666666666667,1.7737141876005404,1426.0282062215135
IPL26-177,Ravindra Jadeja,ALL_ROUNDER,2.0,,78,91,37.0,0.0,200.0,91,85.0,7.580911251619957,2500.0
IPL26-178,Riyan Parag,ALL_ROUNDER,2.0,,72,58,24.0,0.0,200.0,72,85.0,-2.5810726502613766,1019.9645754145918
IPL26-179,Jofra Archer,BOWLER,1.5,,50,80,31.0,0.0,150.0,80,55.666666666666664,-0.13259545920554383,1267.1423386382537
IPL26-180,Dhruv Jurel,WICKET_KEEPER,1.0,,73,50,25.0,1059.22,100.0,73,88.66666666666667,10.0,1481.6237327583544
IPL26-181,Shimron Hetmyer,BATSMAN,2.0,,72,50,29.0,0.0,200.0,72,70.66666666666667,-0.40069726982471754,927.5178040255558
IPL26-182,Sam Curran,ALL_ROUNDER,2.0,,69,72,26.0,0.0,200.0,72,85.0,-1.6069513082323983,1295.7435597688425
IPL26-183,Sandeep Sharma,BOWLER,2.0,,51,77,26.0,459.67,200.0,77,55.666666666666664,10.0,1179.2255457208705
IPL26-184,Vaibhav Suryavanshi,BATSMAN,0.5,,80,50,26.0,0.0,50.0,80,70.66666666666667,-2.1013268621322654,1584.8029413234888
IPL26-185,Tushar Deshpande,BOWLER,1.5,,50,72,26.0,0.0,150.0,72,55.666666666666664,-0.4628740503879453,763.3812634601712
IPL26-186,Shubham Dubey,BATSMAN,0.5,,72,50,32.0,0.0,50.0,72,70.66666666666667,-2.72460742745221,961.4030779348317
IPL26-187,Yudhvir Charak,BOWLER,0.5,,50,66,26.0,0.0,50.0,66,55.666666666666664,-0.8528151387296369,585.8943470526729
IPL26-188,Kwena Maphaka,BOWLER,0.5,,50,52,20.0,0.0,50.0,52,55.666666666666664,-6.438848468467606,270.017140960532
IPL26-189,Lhuan-Dre Pretorius,BATSMAN,0.5,,57,50,20.0,0.0,50.0,57,70.66666666666667,-0.5001311899649212,390.6031982679873
IPL26-190,Nandre Burger,BOWLER,1.0,,50,70,30.0,0.0,100.0,70,55.666666666666664,-2.5665065846724744,751.227401578027
IPL26-191,Donovan Ferreira,WICKET_KEEPER,1.0,,69,50,27.0,0.0,100.0,69,88.66666666666667,-1.8441230324113511,1034.6000107391094
IPL26-192,Ravi Bishnoi,BOWLER,2.0,,51,74,25.0,466.26,200.0,74,55.666666666666664,10.0,1306.5658086876656
IPL26-193,Adam Milne,BOWLER,1.0,,50,59,34.0,0.0,100.0,59,55.666666666666664,-1.5729655652606607,412.85510321128663
IPL26-194,Ravi Singh,BATSMAN,0.25,,59,50,26.0,4.35,25.0,59,70.66666666666667,8.7,674.4729615794139
IPL26-195,Sushant Mishra,BOWLER,0.25,,51,75,25.0,0.0,25.0,75,55.666666666666664,-2.4617286328679104,907.8896064591084
IPL26-196,Kuldeep Sen,BOWLER,1.0,,50,70,29.0,0.0,100.0,70,55.666666666666664,-0.5450801307917412,820.6541347217601
