match_id,innings,over,ball,team1,team2,striker,non_striker,bowler,venue,runs_scored,wicket,dismissal_type,extras,phase,current_rr,required_rr,target,wickets_remaining,ball_outcome
1001349,1,5,0,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,1,False,,0,powerplay,6.811340477865652,7.940346464544368,156,6,1
1001349,1,5,1,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,0,False,,1,powerplay,9.7324787360852,10.746190130457805,167,3,EXTRA
1001349,1,5,2,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,0,False,,0,powerplay,8.686885936966972,10.064319088325284,182,1,0
1001349,1,5,3,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,0,False,,0,powerplay,9.932703380545059,11.226548975486526,209,3,0
1001349,1,5,4,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,1,False,,0,powerplay,6.720622767402782,11.751386526497843,202,1,1
1001349,1,5,5,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,1,False,,0,powerplay,9.371152668054172,10.114746147072992,150,5,1
1001349,1,5,6,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,0,False,,0,powerplay,8.382690989432579,10.116497773238102,182,9,0
1001349,1,6,0,Australia,Sri Lanka,AJ Finch,M Klinger,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,7.7751535539121575,11.097088178505238,212,9,1
1001349,1,6,1,Australia,Sri Lanka,M Klinger,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,8.099314480513426,7.130483067530621,186,9,1
1001349,1,6,2,Australia,Sri Lanka,AJ Finch,M Klinger,PADLR Sandakan,Melbourne Cricket Ground,0,False,,0,middle,8.520160494795455,7.809300803542722,212,3,0
1001349,1,6,3,Australia,Sri Lanka,AJ Finch,M Klinger,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,6.490006696556336,10.417782440436808,156,8,1
1001349,1,6,4,Australia,Sri Lanka,M Klinger,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,6.116066615768891,9.937763105526827,216,9,1
1001349,1,6,5,Australia,Sri Lanka,AJ Finch,M Klinger,PADLR Sandakan,Melbourne Cricket Ground,2,False,,0,middle,6.630330507904368,7.35385461094336,170,4,2
1001349,1,7,0,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,0,False,,0,middle,8.12546037293403,9.779398101864023,167,4,0
1001349,1,7,1,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,8.0617338541651,8.062158133532304,218,7,1
1001349,1,7,2,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,9.458979641267941,7.8128240625177,177,2,1
1001349,1,7,3,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,0,False,,1,middle,9.168277503662857,7.936218475334396,156,5,EXTRA
1001349,1,7,4,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,4,False,,0,middle,9.732349971048732,8.007827683274272,172,2,4
1001349,1,7,5,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,7.917258917913878,11.402956676468712,196,4,1
1001349,1,8,0,Australia,Sri Lanka,AJ Finch,M Klinger,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,6.950388521466458,7.981322844932492,197,1,1
1001349,1,8,1,Australia,Sri Lanka,M Klinger,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,3,False,,0,middle,8.588257868301165,9.885410198765891,179,6,3
1001349,1,8,2,Australia,Sri Lanka,AJ Finch,M Klinger,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,6.529654780815408,10.643493561353981,197,3,1
1001349,1,8,3,Australia,Sri Lanka,M Klinger,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,0,False,,0,middle,6.4246097403963605,9.1835500212735,211,3,0
1001349,1,8,4,Australia,Sri Lanka,M Klinger,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,0,False,,0,middle,8.982237364523677,9.423409058680445,197,6,0
1001349,1,8,5,Australia,Sri Lanka,M Klinger,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,6.087055598000865,7.664288084880209,153,6,1
1001349,1,9,0,Australia,Sri Lanka,M Klinger,AJ Finch,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,6.053956826843221,7.074637764572745,166,6,1
1001349,1,9,1,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,0,False,,0,middle,9.756262630581034,10.69639634322293,156,3,0
1001349,1,9,2,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,0,False,,0,middle,7.1056946295689265,10.611432798303113,150,5,0
1001349,1,9,3,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,0,False,,0,middle,9.449525560458087,10.776073376836134,204,4,0
1001349,1,9,4,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,6,False,,0,middle,9.471970294683285,9.886502670570465,159,1,6
1001349,1,9,5,Australia,Sri Lanka,AJ Finch,M Klinger,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,6.570666637349147,8.644177787168081,206,9,1
1001349,1,10,0,Australia,Sri Lanka,AJ Finch,M Klinger,PADLR Sandakan,Melbourne Cricket Ground,0,False,,0,middle,9.393997007702335,8.551562186840721,218,6,0
1001349,1,10,1,Australia,Sri Lanka,AJ Finch,M Klinger,PADLR Sandakan,Melbourne Cricket Ground,0,False,,1,middle,6.660510776215048,10.702059483144659,178,7,EXTRA
1001349,1,10,2,Australia,Sri Lanka,M Klinger,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,0,True,caught,0,middle,9.777250254581329,8.780537182498328,163,8,WICKET
1001349,1,10,3,Australia,Sri Lanka,TM Head,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,2,False,,0,middle,8.395471274319014,7.5922052941791,213,2,2
1001349,1,10,4,Australia,Sri Lanka,TM Head,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,0,False,,0,middle,7.8412855087120805,11.041935283082985,192,1,0
1001349,1,10,5,Australia,Sri Lanka,TM Head,AJ Finch,PADLR Sandakan,Melbourne Cricket Ground,0,False,,0,middle,7.075375907234819,8.272161846092892,196,5,0
1001349,1,11,0,Australia,Sri Lanka,AJ Finch,TM Head,DAS Gunaratne,Melbourne Cricket Ground,6,False,,0,middle,9.82786350280266,10.398828026735142,172,3,6
1001349,1,11,1,Australia,Sri Lanka,AJ Finch,TM Head,DAS Gunaratne,Melbourne Cricket Ground,2,False,,0,middle,8.942167337537951,8.110740535395458,196,7,2
1001349,1,11,2,Australia,Sri Lanka,AJ Finch,TM Head,DAS Gunaratne,Melbourne Cricket Ground,0,True,caught,0,middle,8.79966287636106,9.32029678240645,161,2,WICKET
1001349,1,11,3,Australia,Sri Lanka,TM Head,MC Henriques,DAS Gunaratne,Melbourne Cricket Ground,1,False,,0,middle,8.785409476623704,10.769494032568025,210,2,1
1001349,1,11,4,Australia,Sri Lanka,MC Henriques,TM Head,DAS Gunaratne,Melbourne Cricket Ground,1,False,,0,middle,8.790300804316743,9.329728224950724,205,6,1
1001349,1,11,5,Australia,Sri Lanka,TM Head,MC Henriques,DAS Gunaratne,Melbourne Cricket Ground,1,False,,0,middle,9.173378920663058,7.574711117733876,188,6,1
1001349,1,12,0,Australia,Sri Lanka,TM Head,MC Henriques,S Prasanna,Melbourne Cricket Ground,0,False,,0,middle,6.876773167765188,11.222913682040367,156,1,0
1001349,1,12,1,Australia,Sri Lanka,TM Head,MC Henriques,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,7.08639447887877,7.197046882199081,157,1,1
1001349,1,12,2,Australia,Sri Lanka,MC Henriques,TM Head,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,6.524031262807103,9.530820664614865,166,3,1
1001349,1,12,3,Australia,Sri Lanka,TM Head,MC Henriques,S Prasanna,Melbourne Cricket Ground,0,False,,0,middle,8.146641235559024,8.462267270461997,217,6,0
1001349,1,12,4,Australia,Sri Lanka,TM Head,MC Henriques,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,7.822670044159842,8.636535415643692,186,1,1
1001349,1,12,5,Australia,Sri Lanka,MC Henriques,TM Head,S Prasanna,Melbourne Cricket Ground,1,False,,0,middle,8.06103924627345,8.174830525107474,211,7,1
1001349,1,13,0,Australia,Sri Lanka,MC Henriques,TM Head,SL Malinga,Melbourne Cricket Ground,0,False,,0,middle,7.668876532675508,7.080346653659265,196,8,0
1001349,1,13,1,Australia,Sri Lanka,MC Henriques,TM Head,SL Malinga,Melbourne Cricket Ground,0,False,,1,middle,7.01615052164077,11.063533477632976,171,1,EXTRA
1001349,1,13,2,Australia,Sri Lanka,MC Henriques,TM Head,SL Malinga,Melbourne Cricket Ground,1,False,,0,middle,6.607825282421871,7.980503664958008,161,8,1
1001349,1,13,3,Australia,Sri Lanka,TM Head,MC Henriques,SL Malinga,Melbourne Cricket Ground,2,False,,0,middle,8.665951048042203,7.346404464448141,218,4,2
1001349,1,13,4,Australia,Sri Lanka,TM Head,MC Henriques,SL Malinga,Melbourne Cricket Ground,1,False,,0,middle,8.624529792259809,10.566627186511573,216,2,1
1001349,1,13,5,Australia,Sri Lanka,MC Henriques,TM Head,SL Malinga,Melbourne Cricket Ground,1,False,,0,middle,9.86876010954248,7.007430094483557,180,1,1
1001349,1,13,6,Australia,Sri Lanka,TM Head,MC Henriques,SL Malinga,Melbourne Cricket Ground,1,False,,0,middle,6.6304834638272645,10.832137753183348,198,4,1
1001349,1,14,0,Australia,Sri Lanka,TM Head,MC Henriques,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,8.836932388761383,10.427330343995676,186,7,1
1001349,1,14,1,Australia,Sri Lanka,MC Henriques,TM Head,PADLR Sandakan,Melbourne Cricket Ground,3,False,,0,middle,9.597396859520462,8.574855881544728,218,2,3
1001349,1,14,2,Australia,Sri Lanka,TM Head,MC Henriques,PADLR Sandakan,Melbourne Cricket Ground,1,False,,0,middle,6.107891403829884,10.380959192473455,152,5,1
1001349,1,14,3,Australia,Sri Lanka,MC Henriques,TM Head,PADLR Sandakan,Melbourne Cricket Ground,6,False,,0,middle,7.25468982636489,9.341452245562072,154,3,6
1001349,1,14,4,Australia,Sri Lanka,MC Henriques,TM Head,PADLR Sandakan,Melbourne Cricket Ground,3,False,,0,middle,7.5048080275965185,10.727529689417455,152,3,3
1001349,1,14,5,Australia,Sri Lanka,TM Head,MC Henriques,PADLR Sandakan,Melbourne Cricket Ground,2,False,,0,middle,7.5944994294220365,7.518473935083143,209,3,2
1001349,1,15,0,Australia,Sri Lanka,MC Henriques,TM Head,JRMVB Sanjaya,Melbourne Cricket Ground,0,True,caught,0,middle,6.231760080862228,8.285221721200651,187,8,WICKET
1001349,1,15,1,Australia,Sri Lanka,TM Head,AJ Turner,JRMVB Sanjaya,Melbourne Cricket Ground,1,False,,0,middle,9.71282506988689,7.090963139262543,204,6,1
1001349,1,15,2,Australia,Sri Lanka,AJ Turner,TM Head,JRMVB Sanjaya,Melbourne Cricket Ground,2,False,,0,middle,7.11714438580467,8.709663890198104,194,9,2
1001349,1,15,3,Australia,Sri Lanka,AJ Turner,TM Head,JRMVB Sanjaya,Melbourne Cricket Ground,1,False,,0,middle,8.953187442319509,7.297190877902338,191,3,1
1001349,1,15,4,Australia,Sri Lanka,TM Head,AJ Turner,JRMVB Sanjaya,Melbourne Cricket Ground,2,False,,0,middle,9.637381301664718,7.708584098150391,200,4,2
1001349,1,15,5,Australia,Sri Lanka,TM Head,AJ Turner,JRMVB Sanjaya,Melbourne Cricket Ground,0,False,,1,middle,6.749428916921815,8.17062313884696,214,7,EXTRA
1001349,1,15,6,Australia,Sri Lanka,TM Head,AJ Turner,JRMVB Sanjaya,Melbourne Cricket Ground,6,False,,0,middle,9.515370210299196,10.157203177049151,216,2,6
1001349,1,16,0,Australia,Sri Lanka,AJ Turner,TM Head,SL Malinga,Melbourne Cricket Ground,2,False,,0,death,6.660003865740795,10.284533287708754,200,1,2
1001349,1,16,1,Australia,Sri Lanka,AJ Turner,TM Head,SL Malinga,Melbourne Cricket Ground,4,False,,0,death,7.302709066382532,7.027824867471057,204,3,4
1001349,1,16,2,Australia,Sri Lanka,AJ Turner,TM Head,SL Malinga,Melbourne Cricket Ground,1,False,,0,death,9.29378306133428,8.82032247240848,177,3,1
1001349,1,16,3,Australia,Sri Lanka,TM Head,AJ Turner,SL Malinga,Melbourne Cricket Ground,1,False,,0,death,9.247877326091746,9.171481917797276,166,3,1
1001349,1,16,4,Australia,Sri Lanka,AJ Turner,TM Head,SL Malinga,Melbourne Cricket Ground,1,False,,0,death,9.92855894554333,8.904414324542987,151,3,1
1001349,1,16,5,Australia,Sri Lanka,TM Head,AJ Turner,SL Malinga,Melbourne Cricket Ground,1,False,,0,death,8.693683726728771,8.074119686894763,201,3,1
1001349,1,17,0,Australia,Sri Lanka,TM Head,AJ Turner,KMDN Kulasekara,Melbourne Cricket Ground,1,False,,0,death,6.873290224603735,9.150680140457162,203,5,1
1001349,1,17,1,Australia,Sri Lanka,AJ Turner,TM Head,KMDN Kulasekara,Melbourne Cricket Ground,2,False,,0,death,8.387403339897773,9.488504177545087,216,8,2
1001349,1,17,2,Australia,Sri Lanka,AJ Turner,TM Head,KMDN Kulasekara,Melbourne Cricket Ground,0,False,,1,death,8.835704525740773,8.67425126808593,162,3,EXTRA
1001349,1,17,3,Australia,Sri Lanka,AJ Turner,TM Head,KMDN Kulasekara,Melbourne Cricket Ground,1,False,,0,death,6.224649861127313,8.073913299985945,215,8,1
1001349,1,17,4,Australia,Sri Lanka,TM Head,AJ Turner,KMDN Kulasekara,Melbourne Cricket Ground,1,False,,0,death,8.514618941784974,8.9887303416825,159,6,1
1001349,1,17,5,Australia,Sri Lanka,AJ Turner,TM Head,KMDN Kulasekara,Melbourne Cricket Ground,1,False,,0,death,6.844209673040079,9.119134015285642,178,5,1
1001349,1,17,6,Australia,Sri Lanka,TM Head,AJ Turner,KMDN Kulasekara,Melbourne Cricket Ground,2,False,,0,death,7.611630854913784,7.925974537000644,158,5,2
1001349,1,18,0,Australia,Sri Lanka,AJ Turner,TM Head,SL Malinga,Melbourne Cricket Ground,2,False,,0,death,6.512752844845496,8.113242689984386,162,5,2
1001349,1,18,1,Australia,Sri Lanka,AJ Turner,TM Head,SL Malinga,Melbourne Cricket Ground,1,False,,0,death,8.986635536804272,7.519776706021256,177,6,1
1001349,1,18,2,Australia,Sri Lanka,TM Head,AJ Turner,SL Malinga,Melbourne Cricket Ground,2,False,,0,death,6.812872355674861,9.929311130997691,167,6,2
1001349,1,18,3,Australia,Sri Lanka,TM Head,AJ Turner,SL Malinga,Melbourne Cricket Ground,0,True,caught,0,death,7.127996438396692,9.679523615532151,164,7,WICKET
1001349,1,18,4,Australia,Sri Lanka,AJ Turner,JP Faulkner,SL Malinga,Melbourne Cricket Ground,0,True,caught,0,death,7.939644143703454,7.045176239434494,212,2,WICKET
1001349,1,18,5,Australia,Sri Lanka,JP Faulkner,TD Paine,SL Malinga,Melbourne Cricket Ground,1,False,,0,death,6.848777176339259,8.850591286907019,208,2,1
1001349,1,19,0,Australia,Sri Lanka,JP Faulkner,TD Paine,KMDN Kulasekara,Melbourne Cricket Ground,4,False,,0,death,9.442535796149084,9.708784518494813,212,4,4
1001349,1,19,1,Australia,Sri Lanka,JP Faulkner,TD Paine,KMDN Kulasekara,Melbourne Cricket Ground,0,False,,0,death,6.2504732409398365,9.310090743826844,182,5,0
1001349,1,19,2,Australia,Sri Lanka,JP Faulkner,TD Paine,KMDN Kulasekara,Melbourne Cricket Ground,2,False,,0,death,9.748784118146347,11.015124809743199,173,2,2
1001349,1,19,3,Australia,Sri Lanka,JP Faulkner,TD Paine,KMDN Kulasekara,Melbourne Cricket Ground,0,False,,1,death,6.787244597749807,8.114897064506032,210,7,EXTRA
1001349,1,19,4,Australia,Sri Lanka,JP Faulkner,TD Paine,KMDN Kulasekara,Melbourne Cricket Ground,1,True,run out,0,death,6.8665777304517785,11.284230945122541,171,8,WICKET
1001349,1,19,5,Australia,Sri Lanka,JP Faulkner,PJ Cummins,KMDN Kulasekara,Melbourne Cricket Ground,2,False,,0,death,9.390744980369234,8.08188201531814,173,9,2
1001349,1,19,6,Australia,Sri Lanka,JP Faulkner,PJ Cummins,KMDN Kulasekara,Melbourne Cricket Ground,4,False,,0,death,7.5375138877995465,8.534688131625044,155,3,4
1001349,2,0,0,Australia,Sri Lanka,N Dickwella,WU Tharanga,PJ Cummins,Melbourne Cricket Ground,1,False,,0,powerplay,7.813325707362393,10.954912971327358,179,2,1
1001349,2,0,1,Australia,Sri Lanka,WU Tharanga,N Dickwella,PJ Cummins,Melbourne Cricket Ground,0,False,,1,powerplay,6.641276776077175,9.692844182072246,163,1,EXTRA
1001349,2,0,2,Australia,Sri Lanka,N Dickwella,WU Tharanga,PJ Cummins,Melbourne Cricket Ground,0,False,,0,powerplay,7.266059479163047,10.544061978305578,209,4,0
1001349,2,0,3,Australia,Sri Lanka,N Dickwella,WU Tharanga,PJ Cummins,Melbourne Cricket Ground,0,False,,0,powerplay,7.4722097215284915,11.00017437087979,157,6,0
1001349,2,0,4,Australia,Sri Lanka,N Dickwella,WU Tharanga,PJ Cummins,Melbourne Cricket Ground,3,False,,0,powerplay,6.913762779111203,7.891807625760918,206,4,3
1001349,2,0,5,Australia,Sri Lanka,WU Tharanga,N Dickwella,PJ Cummins,Melbourne Cricket Ground,0,True,caught,0,powerplay,8.565926208855487,9.508678809735855,175,6,WICKET
1001349,2,1,0,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,0,False,,1,powerplay,6.144913537378336,10.664636891213277,213,1,EXTRA
1001349,2,1,1,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,0,False,,1,powerplay,9.100092075055441,9.129429659402117,199,7,EXTRA
1001349,2,1,2,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,0,False,,0,powerplay,6.573391097151064,10.614498007962588,195,3,0
1001349,2,1,3,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,0,False,,0,powerplay,6.178490395162854,9.976132786726108,170,6,0
1001349,2,1,4,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,4,False,,0,powerplay,6.519168893225245,7.123316236057565,206,2,4
1001349,2,1,5,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,0,False,,0,powerplay,7.372885541674073,10.457787446914772,165,4,0
1001349,2,1,6,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,4,False,,0,powerplay,7.491045659190233,9.184679801562185,215,6,4
1001349,2,1,7,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,0,False,,0,powerplay,6.614206590191367,9.082486572051069,159,8,0
1001349,2,2,0,Australia,Sri Lanka,EMDY Munaweera,N Dickwella,PJ Cummins,Melbourne Cricket Ground,0,False,,0,powerplay,8.34745357744377,11.675351187936688,175,2,0
1001349,2,2,1,Australia,Sri Lanka,EMDY Munaweera,N Dickwella,PJ Cummins,Melbourne Cricket Ground,3,False,,0,powerplay,7.292600955272199,9.97556686970034,185,3,3
1001349,2,2,2,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,PJ Cummins,Melbourne Cricket Ground,0,False,,0,powerplay,6.860852982215649,11.942258791174043,192,6,0
1001349,2,2,3,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,PJ Cummins,Melbourne Cricket Ground,0,False,,0,powerplay,6.486452520478737,9.923468836205895,177,2,0
1001349,2,2,4,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,PJ Cummins,Melbourne Cricket Ground,0,False,,0,powerplay,6.71450102835029,7.887767567532016,205,9,0
1001349,2,2,5,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,PJ Cummins,Melbourne Cricket Ground,4,False,,0,powerplay,6.4854028945094,11.604130390236705,193,1,4
1001349,2,3,0,Australia,Sri Lanka,EMDY Munaweera,N Dickwella,B Stanlake,Melbourne Cricket Ground,4,False,,0,powerplay,7.008289894031149,8.364012755387064,186,4,4
1001349,2,3,1,Australia,Sri Lanka,EMDY Munaweera,N Dickwella,B Stanlake,Melbourne Cricket Ground,4,False,,0,powerplay,6.384411783118355,8.915650774796912,185,1,4
1001349,2,3,2,Australia,Sri Lanka,EMDY Munaweera,N Dickwella,B Stanlake,Melbourne Cricket Ground,4,False,,0,powerplay,6.496488884998369,9.932944961477524,217,3,4
1001349,2,3,3,Australia,Sri Lanka,EMDY Munaweera,N Dickwella,B Stanlake,Melbourne Cricket Ground,1,False,,0,powerplay,9.746472131812247,11.972482152163845,203,3,1
1001349,2,3,4,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,0,False,,0,powerplay,7.735022173968232,10.692604207344505,177,4,0
1001349,2,3,5,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,0,False,,5,powerplay,7.7363312665124315,7.612865871331815,151,9,EXTRA
1001349,2,3,6,Australia,Sri Lanka,N Dickwella,EMDY Munaweera,B Stanlake,Melbourne Cricket Ground,6,False,,0,powerplay,6.400819060596776,11.247971775151592,191,4,6
